userId,recipeId,name,rating
9528,5650,G53D3,1
5550,8236,3N8C,3
9495,8133,358CW,1
7390,7638,8,3
6005,7396,9R4,2
631,1725,HS,1
7772,2341,DKKRB,1
3724,2109,EZS6E4GQQS,3
760,7153,PG,1
7947,1567,AD839G1H,4
5250,9332,PD0P,2
6179,4955,U7USI,4
8070,4259,8K6DP8ZC,4
9311,2354,MLVZJ,5
867,6779,CGMRQ24,1
8592,4183,Y2L86,1
7225,4231,74V4OO015Y,5
4596,2961,24KD0AICPA,4
6551,1342,BTW1TH6D9,5
7561,2760,7P3,4
6173,8344,4W6,1
7367,9583,NHVT0NL,3
1624,5307,7VPIQ,5
6771,3770,KG6PE6AN0,2
1783,287,HW,3
5187,2099,JNXEV,4
5588,7204,8UBRZ3,2
7656,4878,M5C9A0T1,2
9844,539,4DC7J7VFII,2
1121,6784,GIEN,4
6055,4604,20V2XNOCN,2
4996,7029,TYTML,5
4182,779,EFLCFYG1,3
8126,8874,55Q1,3
139,8832,N5YE,3
5256,6398,J05DBJ5AW,1
4864,4042,UT9YUUA,1
9610,3867,2PZT,4
9425,3724,TDQKWV0L7Q,5
2049,9853,BBNE3Y,2
8114,984,ZW2U,5
7085,5809,3,1
7334,4767,2Y6AMUFQZM,1
4186,615,0PCA,3
9271,6148,Y,1
7006,6553,B,5
8415,8716,08A6Y14SD2,5
4598,8209,ZLYD,1
1359,4932,UGFKEAJV,1
2219,8077,PCYN70X5,3
1928,1427,VMYRS,4
8061,9894,HI,3
9085,5558,TGQSKMCZ98,3
3043,2782,R54CT5E,2
9520,5345,TD,3
5997,9940,EUM,2
3457,4248,9,4
7134,7713,Z6UD6JSWG,1
5905,8355,D2F1WOP92J,5
1685,5657,BCGY,3
516,1187,FJL9N,1
1843,9182,S,4
1444,6408,N6SAHH48,5
6886,5484,0X5B9YN,4
1872,6942,VOVDSW,1
7401,1157,V8CSML,3
6000,7202,H98474A5,4
8271,9505,H,4
1513,9594,W9E3CY,3
6870,2100,34,3
6608,2781,3VP,3
6744,4722,HMMZGVT,3
1734,2190,S7OO2DSR,3
5073,4396,IR,4
8106,6146,43IUD8J1KG,1
8092,692,PB,4
9977,757,Z8MOGJPQTU,1
6976,3612,YR263GT7,5
5293,6319,HK61695P,4
7371,7609,GW16ZGRLKT,1
3852,577,3MR53FN5,2
4594,5001,YHQR,5
8458,6864,6TDM1BZ4U,2
3432,5223,MXEAR2OM4,2
4234,5567,YUN9XS,5
7812,239,50GE031,1
3666,9525,S4O,5
4093,4982,X8W,3
6435,6745,4N03,5
5387,1840,1VM2W,3
6304,2851,FX1IF81GSS,2
5350,1601,LQ332,2
2011,2142,YFIC,2
8715,4914,43EZ,2
2103,5230,RRVRBXYXT,1
4247,5776,8DYY2,4
5077,3544,FDM35Y,5
3589,801,U67,2
7424,5629,RIA30,2
6297,4536,OS544DXZ,1
6143,7053,GDEZJJ490,2
1755,2431,SQ,2
9477,2986,SJ,3
2349,2173,XSAK,2
9955,896,TKB02TVGG,5
7385,9668,Z,1
7888,8907,U33798LO,5
6760,5972,RUXB,4
3265,8289,6,4
867,5636,ZZZUSS6EH3,2
3907,6464,4AYRAK,1
1903,5690,C5W6SD,1
64,3478,5C4RHJSG,3
1087,7010,R1,3
3023,6594,9TC8,3
1425,4903,COB4P5G74,3
5404,9121,4A9A,4
8595,6029,FTQZNV,5
8715,2303,P508V2,1
2300,5881,T2E,1
7281,2157,ZYJNBULN,4
3992,8555,AW8DF5,1
914,7692,NH,4
8028,5011,NCADG6GBT,3
1732,75,VH,5
8480,1292,49ML9W,4
8063,2911,UKM,4
6741,2844,BOE64WPB,5
6381,7241,1FJLY9FH,5
1688,4241,8T4,5
8075,5523,S2,1
2123,6518,WQXR6DX,3
1367,9373,31K,4
1510,9940,EUM,2
7883,8527,TWOJYRBVGW,3
8819,2401,8DEZWO6QLW,4
9139,933,DAH0T,5
87,1067,2F1V41,5
1018,6980,QV5P566ENT,5
4415,5901,RSW982KJZ6,1
7181,9471,HSD,1
9280,1369,MSQX2,3
4062,9420,KSGY,3
3414,4254,B5VPEN,2
1025,7734,4FSH78,4
2000,4565,X7,5
6307,2756,GX,3
1413,6807,QKR2J,4
6210,720,W,3
3481,3087,L8HTBMSG,4
2177,3725,7N3NS22R,2
1787,2102,KO4O1KY,5
1788,94,OVEA,3
2640,5670,3OD1,5
98,2374,CCHC8,3
5973,7253,5BV62HQ4SB,2
6829,9987,ICS1HFP00,1
8389,1939,X3OU,4
4883,4718,EYD,5
1390,2148,UINN9UD,2
1835,4984,S9C,5
6550,2972,0HEJDKS4IZ,2
2071,1902,J95IGEXCC,4
2344,233,2QJ,1
7294,7548,VVKUJ,5
239,4288,QKXT2N5Z5S,5
8730,857,GB,5
1128,534,KEJH,3
803,9457,M5T20J6,4
3569,615,0PCA,4
2331,9623,ZK,5
622,6008,X9KL3,5
5144,5819,S9A5NQ6D,3
7513,8614,GNTY5SY0I,3
8551,8593,I,4
3994,372,8FL9J,5
9601,7156,TKQHF8F,2
2253,8765,DRG4G83FKM,4
376,3528,VL5,2
2966,1924,4Z,4
4942,7722,TG9EHNM8,3
6749,5460,B1MEVH,4
4634,3481,I,4
597,8173,F51,3
7718,3506,UK1U7,4
1735,6139,I46O2G,4
2842,6850,KPKDLFC,2
4475,2828,U7,2
8946,4373,IQG0,3
3836,2394,4,2
6855,8321,90BSWXX,3
4461,4443,P2,5
9675,3097,JQUGHWU08,5
7159,8234,LQIM2RRA3,1
5153,3019,HP,4
5626,704,75W4,4
2861,1772,XVM5U,2
1435,5799,LOJ6TMV,3
3798,9309,631IEGL,2
2689,7720,AJ,3
2817,9421,9SCYM,2
2917,4020,8,1
2654,4398,V,3
5875,4723,EZ7BD3,4
2309,7638,8,4
5163,6854,CW0UN5RL7,1
4032,6994,RG8934,5
2606,3097,JQUGHWU08,1
7524,2902,T,4
140,4115,H9FHNL2N,3
6407,8683,5Y1AZH,1
1120,1849,HRMEP23N,3
2784,7943,ZDQHCX0ZUZ,2
5602,206,Q,2
9167,7826,7U2AVL,2
4166,8649,C8TH8X0O,2
9273,5100,BSIQ,4
8370,9269,IKFV,5
5494,1722,UXXH07,2
6645,7084,QLQEHNT3,5
7831,1613,AU,5
3876,4974,ALZULLRDE,1
2418,1105,E8K,1
2903,7994,Z,5
823,6123,CTKTMSA1,1
4752,6993,EKWW9,2
4531,4767,2Y6AMUFQZM,1
9994,6204,U,2
9444,5439,33NEL4,5
4499,6086,2POE5067V,3
5397,7139,KAP,4
6988,3220,HZ2HO5AYN,4
8092,9809,8,5
8016,9147,VEW,3
6097,324,Z1O5UA,4
5116,4020,8,3
8798,5103,Y,3
6702,5182,PGC,2
1485,5034,BZI36,4
314,3108,7TGHBIGEJ4,1
4112,7349,F91ES,1
7828,7990,E3QU06,4
3024,9507,AY7JAZQFZ3,1
7086,5735,90,1
181,9885,LLVOCZ9WI2,3
185,6977,Z6M4J25,1
9916,6618,G2J,3
5680,8460,ZB3P,3
1754,7753,VB0RY7,1
1000,7456,RMO0KQTTZ,1
4756,9469,Y4UYNK0W,4
6223,4563,DSJJ1I3,5
9317,9223,MS7VEW,3
8889,3061,66TYUU120U,3
3755,5751,WIC8I,1
308,4531,APUZJI,4
2072,9248,03,4
47,8452,VB,3
692,8570,XRU,5
737,5307,7VPIQ,1
7933,544,OAEJ4EROX,3
8469,9289,PVKM02PDI,4
1070,690,K,5
5348,3353,I7,3
6950,4962,FX29SKZC7X,4
4890,3735,SV8MK3RNZJ,5
8965,6659,L0,2
7899,5000,130UOJZKJ,2
8209,1344,BKPU73UH8,1
8194,5787,8RELLB5ZX9,1
5306,288,2J6U,1
3555,2453,TC54N70AFI,1
8718,1053,J2YI,4
13,898,X2HHKN,1
4862,314,CG1JIMTKNI,1
4978,6106,CK6NEBQ,3
9257,7773,DV3O90,3
9815,8296,JHUCY,3
7815,7670,0G9YX,3
9145,3264,XJEP3FP1Y,1
4033,5085,T0PHDT,3
3581,8575,ZE13T,5
7892,1321,SIR5CXFH,3
9101,9804,6Y8,5
9831,9182,S,1
3088,1976,3RQIXZT9,2
1771,7525,MF5B07SGQ,1
8572,1386,5HX6,5
3452,5222,BJP4T1Y40,1
8165,9217,NQ2DZI,1
8788,5869,EP9QG,1
9054,4505,BV7CY1MKZ,1
7768,8148,0XKFMNG,4
3075,5475,A8HYLUNF6C,3
4899,7467,TW,2
1463,567,MV8,3
7685,8619,SAD8JVZ,4
9069,7735,UBTYP4J3,2
9501,6912,A,1
4263,7225,SB80DS00,1
4105,8660,IY1K,3
6174,5006,A9K66UZ2,2
1492,9280,V,4
3762,1127,D,1
9438,3535,7866CEGDVW,3
2394,4833,IX0,2
9892,7007,LWA,2
9784,634,UALPLQ0NW6,2
3212,2472,J,2
3254,8632,5YV6HC9,2
8026,2578,GWBF5,1
1479,5405,WREK5CZFJY,3
2926,1208,KIK74N,5
7480,4562,FX,5
5553,2378,S7LUUXYKV,4
1355,9058,E2AF,1
706,8286,T2HKSVC,1
241,3198,II73768I,2
1410,1711,FUKJVW36ZQ,4
7359,6147,FG,2
495,8218,RQG8S1JD4K,2
5730,1679,MI570JZVXR,4
5084,381,5X9Z,2
1114,461,ADCT8PM,2
6987,7225,SB80DS00,4
2283,2372,U,2
1782,2408,707MI,4
9291,3448,2RA4L,3
3489,8215,LD9,3
9419,2992,X5076MQTAR,3
8791,8713,U932,4
1815,8478,66,3
8440,8976,3P2,2
5137,1022,NYRK7FM7I6,5
4247,5248,1H2Y,2
2061,2551,4A0H,4
6517,547,31EVLACU,4
1100,3648,8E,5
2123,5465,6VRAWP,5
3399,5284,X,1
5425,3140,MK,5
1095,7397,599X,1
3821,8818,92HX,4
9424,1397,AGJWGPVN,4
967,8873,8ZUZFRT,5
6009,311,K4R4WX2Z,3
667,8931,A7YZ8KJ1M,4
2786,5515,Q7D,4
2467,5679,NH3,4
105,619,PHW38TJ,1
818,1052,X,3
5390,1277,5ACAPVK1EZ,4
6242,3694,7HTZUN,2
7227,4353,Z9B,2
4768,3798,QRJH,4
2152,9024,HFUSYMSMV,4
298,5233,3VXVPNQIR5,1
1804,6092,WJM8,1
135,68,RXIABE9,5
6146,2856,F1,2
7858,8208,FATK,5
1489,6246,4AGW8NZF1,1
4081,2505,LX,4
6071,8616,3GDAO0,3
5084,6789,VVKB7XH,4
6027,379,F796V,5
6075,1692,BU16U6P,2
8420,4586,XY4G782I,5
415,779,EFLCFYG1,3
3402,5836,671,1
1239,6013,GX3HWH,3
2582,5931,0N39EV2W,1
915,4245,HNR1A,1
4414,1990,7O,3
3510,9106,ZJY,4
1395,9648,F7HSPQY,5
2773,8620,0864,1
9875,2095,38MPDG23A,1
19,6713,BVAMH1O,5
2587,3037,0YRTS3XS9R,1
4443,616,5X6,2
458,8590,CTJ64W,2
9264,3548,WF,1
1463,3031,A,1
603,281,6UPQE,1
3595,4063,U1,3
6345,328,3DW8,2
4581,6937,WB90,5
6996,6504,3U,5
9,8315,57EP,3
5722,1028,FH0BFD9TP,3
6836,6747,2XE89EFX,2
5692,1210,1B,2
6733,8446,BG2B,1
348,5632,THYEQIF4,4
3069,6121,USEC,1
1331,4632,EQI,3
9171,4691,B864YQ8,4
3464,6241,8WUIAQFI,2
9781,4915,LVJ86WZGG,5
2227,7039,E,1
7631,8429,S,1
4401,4382,OA3K,1
600,5334,SNKS28J,5
3384,9466,Q21RX,4
636,2647,1PWT4OC5FC,1
8236,1912,X,2
1281,1115,UNB,3
2727,8092,TRV9O,2
3676,4842,S5BWTWQC2,4
5552,7885,BAXX,5
28,7831,64GZMMU,5
4721,9528,5ITKNG2WB,3
1741,9306,B1C,3
2700,2178,A4MJKG6P,3
9478,3213,6Y1JP,4
5142,4605,1G,2
8527,2159,PCPX,3
5724,9227,H,2
910,9111,VF,2
1661,3625,2ZN9PK,4
9066,419,WUY0EG2,3
3714,9797,ES7NG0MBG,4
7142,4390,9B,5
5484,9557,BRPD08MS7,1
4669,9015,M0XK,5
5449,499,OFEVE,1
5126,4279,GQCWZWHGD,5
4760,8634,O76T5,4
8174,9129,5SRW2NE,5
1775,1538,OCCV7EXDVL,4
1731,5606,CY1RCTHW,1
6797,99,WB,5
8195,5125,WD64G9F,3
6503,7514,S1J4,2
1622,7069,E9J,5
5947,928,5P,5
3347,301,CB5XD,4
8220,5322,HHGB,1
4034,1736,UM,3
8422,5233,3VXVPNQIR5,4
3075,6481,AQI79228,3
5766,2625,5J86,3
4169,7348,03ZODP,2
3390,2837,XY1WLZ,1
9297,7574,4A,1
35,4076,EJ8,3
9230,8487,EBSCXX,5
2055,2366,7R,1
7045,6844,MEW2J,2
183,162,DK6PHG38W1,5
8895,7940,N1OSEPUB0,2
9861,6149,QU,5
7534,1429,YP0LI1GMVD,3
7397,7864,IZA,2
6150,9567,E,5
29,9781,D,5
9299,3404,GI7G53O,5
7517,6841,Z5EQ2E65P,2
2199,5137,J8V5,1
496,1503,OYV,2
9587,7869,3K77ND,2
4072,3860,Q,1
5844,2228,MIS14,4
2641,7903,5VWMRU,3
8063,7547,7N5,4
9207,278,BVB8FEAME,2
2281,6162,D,5
4246,1445,G3IEGECJRM,2
8505,9986,LSZ9ZJEMC7,3
4113,4538,92VXHK1T,5
7272,493,O4SBL,5
9972,3768,TAS,4
3254,6307,C,4
9881,5000,130UOJZKJ,2
2085,7398,57DF9ZI,1
4347,741,DGD0T2CNG,4
6095,4238,J6MK,1
5693,4554,O7X7AK9SAE,1
2255,8188,VGCT,3
9904,8786,2S,3
5506,1909,CNUXPIO7,4
5299,1994,88,1
5209,7036,JNV,2
759,321,6VOTPDP2R,4
9368,6128,WK,4
7122,7795,ZEWGXG,1
9938,5246,E26BMWY,3
634,877,G2YE,4
1458,8835,9Y65OAQYI,5
1966,9319,ZNR0,3
1927,8811,LW8H4HJ,2
7145,6165,Z2S9Q,5
4052,1783,733Q,1
9460,7642,P,4
4457,3849,8ZC57QXYN,1
2404,8702,DTT8E,5
9061,6260,585,2
4510,7422,PP90,4
782,6748,QYX3RFMT,2
1962,4117,8VKY2,5
2236,9509,CC,5
7932,3544,FDM35Y,1
8247,5214,JGLUA,4
6359,389,I3VG,2
2752,3951,GQG88U,1
3808,5839,GR6RSGL,1
6828,9254,0,1
6452,7918,984ENQ,3
937,4592,BT6G232G5,2
9716,8560,NRS1A48,5
4673,3593,9U6PQWQFA,5
7856,686,H3GGEIGOVP,5
6791,5144,GQC0M894,5
8837,8109,25GZ8,4
7567,3352,7A,4
629,2948,3W0GEQ8,3
4056,2318,6FGEZO,2
6502,8586,FLL,4
8968,5855,P9,3
8371,2052,6FQU,5
631,4926,ZKIPRN,5
6293,809,Z,3
7631,2661,ST,4
6158,9758,BVA,5
2228,2775,2IXJQ,5
4179,8627,9TB8ZRM,4
6070,1404,0ECGWV,1
3185,1607,ZYH07XPE,1
4086,4471,POITWE,4
4949,9888,F,2
906,3786,WX9XC1A,1
7233,7884,GGG,5
776,2690,1DXXY,4
9086,4732,E,2
8570,696,8S18EW,4
9333,1406,8,4
1318,8649,C8TH8X0O,1
6806,597,N91S,5
5089,1091,8P7LG,3
7854,8019,P,1
1272,545,M7S2,4
8799,4202,5XF,3
8614,9595,9X49,3
9360,2249,0,5
5032,5284,X,1
9615,7351,MY9RIUZ,5
9250,8964,BK3Z3,1
9180,2732,G9Q2ERPVX,4
385,9550,4CS7D4EVWK,4
371,2135,D49NL,2
2641,7636,CT4HZN,5
2552,8135,5WTFYNHG2O,2
6553,7298,FZTGGNM1SY,5
7783,9905,MA5VF,1
6318,6268,80ZXDRK5PI,5
8684,6768,48WNPV2N,1
1795,5460,B1MEVH,2
993,5835,0V0,4
1893,5945,H7KJD8B3,4
6047,1437,GT148R2H,5
1918,378,I7B0,1
3191,6152,6QG0Z2V0,4
4790,3772,M81V,1
4572,4908,N9K,5
4264,1866,N2MW0DA7N,5
4327,4864,8Q15,3
2045,6601,4I7MKVY97T,3
8735,6255,JM1EZ0Z53H,5
546,6708,X,3
9605,607,W4VBP7YN,5
1500,64,8ZNEA,3
4046,4850,TMEC3YM57,2
261,5590,SW,5
5920,6280,34,3
6819,9147,VEW,3
5856,6028,AO,1
8483,1290,A,3
9334,4606,BPHUWA73P,4
8571,8364,EKE1AAX,4
6766,963,8N5K7,3
718,2035,MDR,5
7378,1515,5E8FU9ZCTT,5
958,4806,R,5
2945,5212,G1,5
8486,1146,Z3K71,1
9817,1365,XMDZDCH80L,2
9163,5678,SA2E547,3
6570,1182,MWZVYEFY,2
4048,5462,I9RSYKD0,1
5548,3810,LI,2
9404,2643,4LE,2
6793,9765,6MG,3
6943,5422,EDKYJG,1
7993,2094,0UZESW,3
202,2983,OMESH,4
7596,7045,8,4
2677,8976,3P2,1
9029,8716,08A6Y14SD2,3
1192,1268,NJ,1
5329,106,37FBB,3
7154,8815,RYMCP,2
4423,7110,6U24,4
3252,5898,D0D0HR,1
2506,8778,OWO2KOC,2
5373,7732,I4,1
4947,3022,OFXM8L,2
2600,2117,0MVTQT9KO,2
9676,4698,H2Q,2
6667,6033,HO56A,1
1278,9635,B6MN4QA,2
8518,965,2SYZ,5
2911,7567,BY58QK9U,4
5643,810,TV3H8P8T,4
2046,6305,8C3,1
9327,6873,C4XU9O7,5
1533,8527,TWOJYRBVGW,5
3015,9707,NNG,1
7114,6375,T5Y9I,3
3209,1209,QQPL3DQ9E,1
7941,4175,41NL4C,3
1385,2946,0A6D6,4
3341,713,EKRBY,4
5378,3055,8YZBPK1LY,4
104,8199,7HPNYVQDFO,4
2040,3179,1L,3
2440,5221,QMA,1
7635,6650,TKJ,2
9592,9827,87VL8K,4
3463,721,N,5
8374,6499,Q9BR99Q,1
4015,3663,37X7JXXQU,3
400,2244,7NGGMM,2
9530,1796,QUS6RMS,5
9072,3731,TADWKJ,1
1023,2866,82J0,5
3356,2166,L,2
2823,8442,TAX,1
8404,8987,K869BN79,5
4142,4206,FVND,2
2793,7856,QCH,3
6714,7369,VSW,1
9580,8164,N,4
4950,4556,KBCODJ7XTY,2
3783,8604,Z090,3
5651,6458,D45Q8OO,5
8869,6382,TODKJ6YUD,2
495,4789,9LO9XYVV,3
9450,2747,DWR0,1
7236,5064,F1NGYTYG9K,3
3675,7537,V8BQU6Q37P,4
5140,6650,TKJ,1
2952,9176,948GNTPTL,4
9103,685,GZ7NBTH,5
3838,1996,0U1463U,4
3396,1696,VB,1
6337,453,XB8SD95H,3
8345,288,2J6U,3
7696,2409,SD0K5,4
4538,3852,0NZ0,3
144,7638,8,1
5395,782,U2W,2
5450,5718,FNPI,1
3442,9604,O71BBE,5
2548,1737,LD9P5TZT9E,5
8006,7120,BB5E,2
7061,8802,RC8K6,2
8580,7099,PUPK98,4
1764,4928,789P0,2
5648,3900,C9F4,5
4942,1296,6P,2
2815,4819,1,4
7233,5893,EJNYF1V,3
310,5768,KYC,4
2784,3188,8YQJR,3
9624,7433,AO11S,2
6649,2825,NSHHBC,1
9623,5257,56SB,2
3129,7074,37UVH5IL,5
7585,229,C4WB4S,1
1095,3294,SJNQESIHHW,3
3104,1864,OABS9EDAW7,3
6144,8478,66,1
8328,4802,EQEEU6S,4
1578,8294,EC1F8R01D,4
4521,1819,IFN4,2
3214,2946,0A6D6,1
8911,8440,Z6UDMBW,5
6225,6233,4D7,3
4890,3050,A4N7QEOSO,3
607,3842,XUE3AD,3
9558,3103,G8WFD,2
697,8474,F4C,4
1616,6640,XWBCNM,2
1080,5314,2U4S,3
9340,51,6,3
3999,4246,5,5
60,8125,BM9LFJPUI,5
9059,9049,0,2
8424,5906,2JD,3
9217,5804,JFFZFGG,1
3238,356,UC27CF,4
4818,2951,NG80BUGEJ4,3
8958,5569,7VGMO,5
2120,3077,HB9S3HNRN,1
6947,3453,OG0LW4ZIG4,3
4869,7373,GGDN6,2
1745,9514,MR,1
6556,5407,JQIQ2GEK2A,5
9671,6481,AQI79228,1
4302,7956,2PKNQ2,4
9480,9449,57EI3PT7TF,4
9897,716,K5ZP5G47,1
9111,4479,QQ77,5
3836,6512,CZCR6Z2AQ,3
3581,8614,GNTY5SY0I,5
6707,4139,CDR288IKG,3
8947,5709,D0DYB8HN,1
7874,6195,82W,2
2177,2204,F6,4
9587,6096,9V6JQ5ZZ0U,4
4997,713,EKRBY,2
8764,9702,50,4
3822,1050,TSFX5AAZ,4
5661,9318,TU2,5
9353,6162,D,4
4708,9632,AY9LOT8ZE0,5
802,6400,E1XD2O,3
8245,9245,O5,2
7256,9593,35TTVCF,5
9251,487,A190C92,2
8686,1894,J,1
2288,4810,695A,4
127,3495,NLG04U,4
1258,3950,SXK,2
7996,1301,AU36BRQ,1
1038,9340,QR3JCH352,2
7237,1273,O,2
6241,2468,7PTBIENG4,5
9803,7985,2X3J,4
6181,214,J0NP,5
6646,8671,8,5
3353,6809,XKLK346K4,5
3506,4845,YPUBHZJ,5
8516,2738,08Y,5
1732,3745,I2P,2
9122,3279,SWV17XJJQL,2
162,9398,DJXW59N2L,3
8248,3725,7N3NS22R,3
9057,5110,A,2
8509,5002,5DBLT63C,2
7556,9598,F876FIP8W,4
9158,8062,93NW,3
9833,3388,CCVV76SAT,5
6850,8656,92DS0L,5
7992,1210,1B,4
4642,9082,49AGH,1
3830,3243,DC,4
4726,4442,2HJL036QNZ,4
8952,386,LU1DQWPJ4K,5
8527,9130,LLJ4,1
5922,7516,081SAXS,1
1066,6233,4D7,5
2750,3175,6,2
5849,5443,6NCEK6DL1,4
7824,7520,HN4KCOE,4
3559,1601,LQ332,4
2623,6536,77,4
6763,2074,0U,1
7374,2795,8W52BQH13,2
1789,6638,LV024,5
3234,4515,6XW63,5
2180,2482,JFDCVCT9,4
2780,945,L74VKL,2
2140,5883,J8YUTBUAY,5
5336,9821,58R1X7715U,5
4163,9019,P37I9D6Z,1
5121,9785,L2GY9BB7,4
9306,3244,HMBF9,4
4946,68,RXIABE9,5
5912,165,WU,1
4336,941,95831ZNJ4,5
4898,7439,TCUTMNNX,5
984,2678,KF0OENID6M,5
7707,5384,S29C1MS,5
1107,7354,PG0GKDL,2
1961,7748,VJQ,4
385,8673,RF9ORRZ3PS,1
9618,8104,6,3
4304,1401,R5L0,4
3178,6834,J,4
6813,8832,N5YE,3
3536,3830,GPLO,4
2526,4894,TTWF9,2
3408,5263,TVNO,4
4653,3526,GUFQHPAG,4
5493,2305,I5DE6CEP,1
3293,3603,JT0Y63,5
9169,8370,DS7RGWV,1
2470,2524,A5AHWPHSYB,4
952,2611,MZ5JD,2
7832,9367,E,1
5216,2934,S7,4
6733,9919,MPG,3
138,511,CDZ1P7K,1
1507,4805,6KS4B,5
6995,9762,QP6JXM,5
844,7477,RGYQRK,5
4726,2738,08Y,4
6334,510,OMN,3
9276,4681,OHNXTELR,5
9838,8309,17XR02T,1
5938,1024,I,1
8653,4855,FSF3G2NG3J,3
7732,4332,OKCL,1
1215,17,K5S2DX,2
9458,7466,4Y3X5K,3
343,320,JFF,3
3006,1896,TK,4
3202,9506,NLZX8MAYB,4
2380,7168,U53,4
3160,1439,Y7MGKSWYY,5
2052,5955,YBJL6133,5
3999,1111,QG,2
5094,2492,T92U7PTTP,5
1842,6555,P8,2
5594,9622,SE,1
9078,6745,4N03,3
6503,6030,6XR,3
9792,433,T9Q43,4
3054,1642,CK7B8CL,1
3079,6074,UPERFN7019,1
8827,9926,1GDQ9FCIL,5
5080,8001,RTWWDW8,2
5101,3439,86Y,3
1817,3212,QZJI9,5
7370,871,4SJWLCBPC,1
2080,1627,XIKZI6V95,4
6441,9231,L12,1
3650,4854,WKNEZ07,2
2485,3661,PI9T,1
9248,6258,P23R4NMM,3
7580,7252,UC9OH,3
6489,4078,5TJJNPV,5
5647,1365,XMDZDCH80L,3
7124,8437,CYWJPK7I9,4
9938,6721,QK6B,2
1184,2885,WMZWXV,4
9531,1790,RW6F2,1
6144,3945,N,3
7273,984,ZW2U,2
6862,6543,EP,2
3026,3275,C00W,5
7195,4379,L,1
8160,1444,1,5
6760,3868,R4UXYA1TE,3
1886,1436,VW,4
9308,5321,4WY,2
4563,6059,A5VJA,5
7271,3541,9Q530,4
5494,6856,W2QTQ,5
7392,9820,OTFWSFL50W,2
1167,7822,79W,1
1850,8634,O76T5,4
8825,9955,IC3M,2
863,6648,VP,3
3516,7866,5T,2
9950,5750,C,3
1004,8945,6AP3KZ67,3
7375,4249,J7LG7899T0,3
6517,5270,A,1
1183,8231,R5,3
8110,84,UV2QZQ,5
7702,159,GVA3,1
3773,924,KC29FCW,2
2377,7880,FO7336J2N2,4
3735,7762,DBSKXM,4
349,43,PG6HNV,2
9823,2849,4A5AJ2RQ,5
7924,955,VLRJNHHWIT,1
1381,1137,UOI,1
3943,4885,488TY3Q,2
8463,5140,M9W1,4
8038,9440,92FYYY2I,5
5433,1951,42N31ZOU,3
3899,7274,H,3
2249,1820,5SK72RVWFS,1
9658,7382,6Y,1
632,4827,AF0PO,2
1609,946,N09DH,2
7638,1795,DM38URM,2
3709,8194,SGAK,4
9587,4650,R7FF,5
492,681,NBPQZM0,5
205,8731,2AWWK8N,1
5309,4733,4GL,1
421,4936,BOAK,3
9473,1851,Q6,1
1854,7519,H4,3
618,2976,1RRB5K,4
4528,8151,NE3Z,4
3541,5556,NT,2
898,8821,T,1
1936,2838,14QWCRLPY,1
9105,8383,V7RTQQ2,3
7481,5069,HPPXPGXF,3
7021,6386,9LL,3
723,776,7ZRW8MMD,1
4905,2816,GO0O7,3
7384,2263,CF8CCA,3
6222,3717,5EM,5
7483,409,UQ6,4
353,5044,H59DB9RLP,2
6808,3640,LJ2NCVY,3
499,9398,DJXW59N2L,1
6162,3604,BES3S,5
856,1875,R,2
6773,2215,9XSINDOMA9,3
6438,6500,PT,5
3080,4945,II,3
3929,4249,J7LG7899T0,4
2394,5064,F1NGYTYG9K,5
1484,9680,4MS9867DA1,5
7783,9723,5PXRGJ,5
8233,4997,J,5
9631,9535,XOOFQX,3
797,2432,8GR,2
2508,2429,N8MW6E,5
6789,6790,4V,5
1379,2956,51G,5
3665,8493,F57GDOLY,4
1479,6663,PJ,3
9968,4999,MG409,1
454,860,06O,2
4842,697,47UPNA,4
9546,9267,V9G0DL,3
1121,7673,LF,1
2723,9959,4,2
9293,533,IMSBJ,1
8202,9041,0QA2QG,2
5175,8871,I67P,1
6109,1814,D,1
9292,4971,9CXYAVV,4
5707,4918,U1YCA,5
162,8484,JX7O5E5W,2
4551,3291,0BB,3
6429,8716,08A6Y14SD2,2
5273,4,PT4G,1
4603,8994,74ZMY569H,4
6751,9910,OCBMT7,3
5179,8151,NE3Z,2
294,3524,1GAO,5
6023,2055,R8WXV,5
4809,3973,95OSTNFU8Y,4
9282,909,VDA,2
3925,4872,ONLY,3
1319,2958,6ZHVU6BMPG,1
8620,5952,AI4W2VR5T5,2
8340,4093,EZM7XZJJ2,4
4037,9386,6,5
9278,9498,NSSZTG,4
8316,7341,OE,5
1013,2176,L,5
2311,5419,BFN,4
2590,5454,5YEC,1
1766,6377,22O5,3
8622,3713,21UO67U,4
8665,217,IOYCUW08GW,4
3460,7075,AIB2OOL,2
5214,5433,5XJOZ,4
8461,31,4T34TX5I73,5
4346,1844,5HZDWGPT,5
2160,2385,ZN2XRCS9QS,1
7328,5694,TNLHHPOG3E,1
6369,8524,TQBWZ1,5
3221,445,RUE3Z2ACU,1
8725,5387,T,1
9954,5279,4T9IGV8W,4
3522,4691,B864YQ8,5
1471,1643,393WYF7SMQ,5
6126,7507,J7OPIMNB,4
5456,4136,P6D7U5DB9,3
7097,2947,3NPUACW,5
6887,6157,CM5MZI0,1
5608,6968,UOE2H7Z7,4
8254,2857,S,5
8147,6686,ARQ,3
1615,7029,TYTML,2
4520,1964,QY,1
6502,3281,D,1
304,6239,V25RVY5,2
2477,6083,9WSYSPO0Z7,1
