userId,recipeId,name
3959,56,Creamy Apple Pie
516,134,Savory Goulash
7710,216,Garden Quiche
9081,208,Chicken Tamale Pie
6137,75,Broccoli Salad with Pineapple
3202,93,Summer Fruit Salad
1982,4,Chocolate Mayonaise Cake
7014,93,Summer Fruit Salad
6231,24,Spicy Fruit and Nut Cake*
5637,187,Spinach Strudels
99,13,My Best Gingerbread
5713,171,Baked Zucchini with Mushrooms
6782,3,Chocolate Cake
9889,100,Elephant Stew
5972,64,Peach Parfait Pie
2974,30,Bourbon Balls
1108,111,Chinese Pepper Steak
1489,173,Cheesy Spinach Bake
9107,226,Wild Mushroom and Spinach Lasanga
7930,40,Honey Graham Crackers
2029,61,Lemon Meringue Pie
5388,14,Oatmeal Cake
2465,32,Chocolate Peanut Brunch Bars
4980,157,Creamy Chicken Broccoli with Rice
8115,170,Baked Green Beans
2101,124,Sauteed Scallops
9762,39, Ginger Snaps
4901,127,Hot Crab Dip
1949,46,Peanut Butter Cookies
1876,148,Batter Fried Chicken
441,73,Broccoli Curry Salad
2969,104,Tortilla Soup
4057,149,Catalina Chicken Stir Fry
8328,148,Batter Fried Chicken
8343,48,Prune Nut Bars
5475,212,Crazy Crust Pizza
7188,223,Stuffed Green Peppers
7307,173,Cheesy Spinach Bake
6017,140,Egg Roll Filling
5939,225,Tulelake Potato Casserole
2785,123,Cheese Fondue
702,11,Lemon Poppy Cake
9052,175,Crisp Potato Pancakes
4178,223,Stuffed Green Peppers
4766,42,Lemon Squares
8905,138,Hungry Bear Cheese Cake
3223,211,Chinese Noodle Casserole
1519,63,Peach Almond Pie
5405,138,Hungry Bear Cheese Cake
8730,145,Sweet and Sour Pork
1209,224,Tamale Pie
4289,152,Chicken Lo Mein
2957,15,Orange Angel Food Cake
998,105,Chicken and Shrimp Cantonese
8325,212,Crazy Crust Pizza
5813,187,Spinach Strudels
8783,95,Zucchini Apple Slaw
6087,194,Zucchini Patties
450,116,Golden Nugget Beef
655,74,Broccoli Salad
4827,98,Cleo's Clam Chowder
4044,143,Pork Fu Man Chow
5674,21,Refrigerator Cheesecake
4254,79,Cucumbers in Sour Cream
3720,209,Chili Cheese Puff
326,221,Sour Cream Enchiladas
4826,212,Crazy Crust Pizza
7197,146,Albert's Chicken
9360,116,Golden Nugget Beef
866,30,Bourbon Balls
6915,214,Easy Pasta Bake
6662,218,Pasta Primavera
6022,119,Saucy Shrimp Over Chinese Noodle Cakes
437,185,Spinach Pie
3285,26,Three Layer Chocolate Mayonnaise Cake
1809,48,Prune Nut Bars
7652,80,Five Bean Salad
407,57,Dutch Apple Pie
8456,182,Orange Sweet Potatoes
3453,90,Spinach Salad
2714,77,Coleslaw
6626,14,Oatmeal Cake
608,187,Spinach Strudels
6067,61,Lemon Meringue Pie
5707,196,Apple Dessert for a Crowd
3008,151,Chicken Cashew
1059,114,Scallops
4452,39, Ginger Snaps
7406,136,Teriyaki Steak
2589,139,Egg Foo Young
664,85,Horseradish Dressing
4595,112,Chinese Roast Pork
2176,16,Orange-Poppy Seed Pound Cake
2385,226,Wild Mushroom and Spinach Lasanga
3402,80,Five Bean Salad
1136,71,Angel Hash
8714,31,Chocolate Crisp Bran Cookies
8876,107,Chinese Beef
4749,170,Baked Green Beans
3454,166,Saute'd Chicken Livers
98,46,Peanut Butter Cookies
6629,222,Spinach Fritatta
2622,205,Broccoli and Rice Casserole
8654,228,Zucchini-Ham Cheese Pie
4563,77,Coleslaw
1415,90,Spinach Salad
9480,191,The Spinach
3316,135,Veal Parmigan
9735,36,Crisp Oatmeal Fruit Strips
9599,26,Three Layer Chocolate Mayonnaise Cake
940,12,Light Old Fashioned Fruit Cake
5996,158,In a Hurry Chicken Curry
3519,77,Coleslaw
9597,66,Peanut Butter Pie
2904,24,Spicy Fruit and Nut Cake*
6672,195,Apple Dumplings
7778,225,Tulelake Potato Casserole
7808,55,Blackberry Nectarine Pie
2435,58,Fresh Strawberry Pie
550,124,Sauteed Scallops
4945,90,Spinach Salad
83,104,Tortilla Soup
7726,8,Graham Cracker Cake
7519,102,Mexican Meatball Soup
2626,72,Blue Cheese Dressing
8376,91,Spinach Salad with Avocado
9662,203,Beef Enchiladas
5321,137,Beef Stroganoff
2502,112,Chinese Roast Pork
5759,82,Garden Vegetable Pasta
5974,11,Lemon Poppy Cake
8764,131,Sweet and Sour Pork
2141,118,Sweet and Sour Meatballs
1592,166,Saute'd Chicken Livers
2970,157,Creamy Chicken Broccoli with Rice
3951,10,Hungry Bear Cheese Cake
4696,202,Asparagus Tomato Quiche
773,162,Oven Fried Chicken
80,80,Five Bean Salad
9493,147,Avocado Chicken Melt
9996,144,Shrimp Pineapple Fried Rice
1119,78,Cranberry Mold
6419,104,Tortilla Soup
1731,174,Company Cabbage
2480,92,Spinach Salad with Alfalfa Sprouts
2183,147,Avocado Chicken Melt
7610,34,Christmas Logs
8679,22,Sherry Wine Cake
6421,213,Deep Dish Pizza
7120,73,Broccoli Curry Salad
7903,185,Spinach Pie
6926,98,Cleo's Clam Chowder
9091,199,South Carolina Cobbler
7509,210,Chili Chicken
3126,114,Scallops
3993,43,Minties
568,24,Spicy Fruit and Nut Cake*
9205,75,Broccoli Salad with Pineapple
7444,51,Soft Sugar Cookies
2776,192,Three Cheese Spinach
2020,15,Orange Angel Food Cake
4977,19,Potatoe Cake
2031,34,Christmas Logs
2750,228,Zucchini-Ham Cheese Pie
1995,59,Lemon Cloud Pie
1206,160,nan
1770,20,Pumpkin Swirl Cheesecake
4090,86,Lemon Cloud Salad
5210,91,Spinach Salad with Avocado
221,129,Sitr-Fry Beef and Broccoli
850,227,Zucchini Casserole
6407,69,Walnut Pie
4063,213,Deep Dish Pizza
8772,98,Cleo's Clam Chowder
373,28,Upside Down Cake
128,167,Spicy Singapore Wings
8825,117,Baby Back Ribs
4427,199,South Carolina Cobbler
1058,77,Coleslaw
6176,6,Fresh Apple Cake
9968,93,Summer Fruit Salad
5147,25,Strawberry Spice Loaf
9439,21,Refrigerator Cheesecake
1472,84,Heavenly Cheese Salad
9158,154,Chicken Schnitzel
9770,98,Cleo's Clam Chowder
3321,221,Sour Cream Enchiladas
1294,1,Banana Cake
8740,131,Sweet and Sour Pork
1231,179,Green Beans Salerno
4237,185,Spinach Pie
7754,98,Cleo's Clam Chowder
5685,56,Creamy Apple Pie
5539,156,Coq au Vin
5162,131,Sweet and Sour Pork
6016,119,Saucy Shrimp Over Chinese Noodle Cakes
6031,48,Prune Nut Bars
1911,223,Stuffed Green Peppers
820,167,Spicy Singapore Wings
3208,144,Shrimp Pineapple Fried Rice
5979,120,Sole Thermidor
9647,218,Pasta Primavera
9650,17,Pineapple Cake
1715,5,Crazy Cake
7780,116,Golden Nugget Beef
9176,198,Fresh Peach Dessert
5097,196,Apple Dessert for a Crowd
3154,217,Impossible Taco Pie
3782,16,Orange-Poppy Seed Pound Cake
5948,211,Chinese Noodle Casserole
7665,122,Cheesy Fish Fillets with Spinach
7380,159,Jack Zucchini Chicken
5623,141,Egg Roll Wrappers
304,2,Blueberry Coffee Cake
8808,129,Sitr-Fry Beef and Broccoli
4474,31,Chocolate Crisp Bran Cookies
5355,162,Oven Fried Chicken
7779,124,Sauteed Scallops
186,159,Jack Zucchini Chicken
1454,58,Fresh Strawberry Pie
9013,18,Pineapple-Carrot Cake*
9926,99,Creamy Zucchini Mushroom Soup
3466,39, Ginger Snaps
8092,228,Zucchini-Ham Cheese Pie
5062,170,Baked Green Beans
9620,138,Hungry Bear Cheese Cake
6288,161,Maryland Fried Chicken
9457,21,Refrigerator Cheesecake
4342,55,Blackberry Nectarine Pie
9671,43,Minties
9731,207,Cheese Strata
4307,103,Minestrone Soup
8514,90,Spinach Salad
9854,1,Banana Cake
1128,7,Fresh Pear Cake
22,108,Chinese Broccoli
2252,138,Hungry Bear Cheese Cake
1284,80,Five Bean Salad
2676,22,Sherry Wine Cake
8251,203,Beef Enchiladas
7231,196,Apple Dessert for a Crowd
2443,121,Bake Trout
1552,195,Apple Dumplings
14,135,Veal Parmigan
4572,165,Saute'd Chicken Breats
1262,117,Baby Back Ribs
9968,131,Sweet and Sour Pork
2328,191,The Spinach
1025,145,Sweet and Sour Pork
7205,211,Chinese Noodle Casserole
4608,138,Hungry Bear Cheese Cake
8363,89,School French Dressing
604,7,Fresh Pear Cake
3751,28,Upside Down Cake
8375,71,Angel Hash
5942,61,Lemon Meringue Pie
1231,47,Pineapple Graham Bars
334,134,Savory Goulash
3185,116,Golden Nugget Beef
1405,77,Coleslaw
2178,56,Creamy Apple Pie
8563,102,Mexican Meatball Soup
4846,67,Pie Crust
3593,151,Chicken Cashew
6736,65,Peanut Butter Ice Cream Pie
6036,197,Chilled Prune Whip
5692,77,Coleslaw
7960,208,Chicken Tamale Pie
4737,188,Stuffed Zucchini
1876,92,Spinach Salad with Alfalfa Sprouts
277,135,Veal Parmigan
3490,95,Zucchini Apple Slaw
9708,121,Bake Trout
3141,208,Chicken Tamale Pie
5828,34,Christmas Logs
2808,35,Christmas Snowballs
7981,209,Chili Cheese Puff
265,138,Hungry Bear Cheese Cake
4922,204,Beef Spinach Quiche
9832,204,Beef Spinach Quiche
994,163,Parsley and Parmasen Baked Chicken
8260,138,Hungry Bear Cheese Cake
9418,11,Lemon Poppy Cake
1670,52,Thumbprint Cookies
937,135,Veal Parmigan
3895,176,Easy Oven Baked Potatoes
8992,145,Sweet and Sour Pork
1779,54,Banana Cream Pie
2638,213,Deep Dish Pizza
8082,26,Three Layer Chocolate Mayonnaise Cake
1786,50,Snickerdoodles
3179,12,Light Old Fashioned Fruit Cake
4765,158,In a Hurry Chicken Curry
5775,90,Spinach Salad
7540,66,Peanut Butter Pie
9536,158,In a Hurry Chicken Curry
5123,13,My Best Gingerbread
9653,182,Orange Sweet Potatoes
8201,155,Chicken with Artichoke
3227,61,Lemon Meringue Pie
3864,163,Parsley and Parmasen Baked Chicken
5094,143,Pork Fu Man Chow
7137,16,Orange-Poppy Seed Pound Cake
9205,27,Two Layer Chocolate Mayonnaise Cake
8346,156,Coq au Vin
9769,41,Jello Pastel Cookies
9765,43,Minties
1379,107,Chinese Beef
2566,187,Spinach Strudels
3759,22,Sherry Wine Cake
8837,70,Walnut-Raisin pie
5663,5,Crazy Cake
3493,102,Mexican Meatball Soup
24,13,My Best Gingerbread
4,90,Spinach Salad
4495,15,Orange Angel Food Cake
5631,132,Beef Scallops with Fresh Tomato Sauce
6702,212,Crazy Crust Pizza
3739,222,Spinach Fritatta
521,195,Apple Dumplings
4779,78,Cranberry Mold
101,23,Special Prune Cake*
107,110,Chinese Fried Rice
8778,69,Walnut Pie
6926,13,My Best Gingerbread
7833,203,Beef Enchiladas
1659,49,Pumpkin Oatmeal Cookies
7753,130,Barbecued Spareribs
9461,172,Bit O' Zucchini Bites
4207,181,Mushrooms in Sour Cream
22,48,Prune Nut Bars
6119,79,Cucumbers in Sour Cream
6577,197,Chilled Prune Whip
4841,84,Heavenly Cheese Salad
7355,14,Oatmeal Cake
7413,4,Chocolate Mayonaise Cake
2652,52,Thumbprint Cookies
217,135,Veal Parmigan
305,9,Hot Water Chocolate Cake
7648,149,Catalina Chicken Stir Fry
6514,225,Tulelake Potato Casserole
5049,118,Sweet and Sour Meatballs
3429,31,Chocolate Crisp Bran Cookies
7674,222,Spinach Fritatta
4054,112,Chinese Roast Pork
3344,21,Refrigerator Cheesecake
296,189,Summer Squash
5543,197,Chilled Prune Whip
7385,66,Peanut Butter Pie
7153,84,Heavenly Cheese Salad
8727,14,Oatmeal Cake
1635,48,Prune Nut Bars
9995,43,Minties
6005,46,Peanut Butter Cookies
95,87,Lima Bean Salad
2030,124,Sauteed Scallops
1214,162,Oven Fried Chicken
4181,86,Lemon Cloud Salad
7982,76,Carrot Carousel
6686,35,Christmas Snowballs
2921,161,Maryland Fried Chicken
3403,4,Chocolate Mayonaise Cake
8921,27,Two Layer Chocolate Mayonnaise Cake
2079,223,Stuffed Green Peppers
8598,148,Batter Fried Chicken
4853,82,Garden Vegetable Pasta
9630,29,Blue Chip Cookies
4872,96,Broccoli Cheese Soup
3423,37,Frosted Delights
2269,81,Five Cup Salad
6458,222,Spinach Fritatta
7975,179,Green Beans Salerno
4458,167,Spicy Singapore Wings
1590,120,Sole Thermidor
5610,41,Jello Pastel Cookies
4990,46,Peanut Butter Cookies
2254,172,Bit O' Zucchini Bites
7050,20,Pumpkin Swirl Cheesecake
303,47,Pineapple Graham Bars
8878,205,Broccoli and Rice Casserole
8260,201,Artichoke-Mozzarella Casserole
8729,224,Tamale Pie
531,16,Orange-Poppy Seed Pound Cake
4848,35,Christmas Snowballs
6047,181,Mushrooms in Sour Cream
3521,114,Scallops
8874,83,Green Bean Salad
6946,60,Lemon Luscious Pie
635,153,Chicken Paprika
2583,219,Ranch-style Baked Beans
4511,68,Sour Cream Raisin Pie
8858,123,Cheese Fondue
9041,138,Hungry Bear Cheese Cake
2412,64,Peach Parfait Pie
8749,199,South Carolina Cobbler
55,146,Albert's Chicken
6365,9,Hot Water Chocolate Cake
1737,30,Bourbon Balls
4674,123,Cheese Fondue
3557,72,Blue Cheese Dressing
1592,57,Dutch Apple Pie
7344,176,Easy Oven Baked Potatoes
2007,79,Cucumbers in Sour Cream
4924,143,Pork Fu Man Chow
3619,45,Oatmeal Fudge Bars*
8591,102,Mexican Meatball Soup
8272,92,Spinach Salad with Alfalfa Sprouts
7052,25,Strawberry Spice Loaf
1996,51,Soft Sugar Cookies
1973,145,Sweet and Sour Pork
9338,151,Chicken Cashew
715,50,Snickerdoodles
6942,159,Jack Zucchini Chicken
9084,151,Chicken Cashew
4012,195,Apple Dumplings
4751,172,Bit O' Zucchini Bites
2358,80,Five Bean Salad
5517,211,Chinese Noodle Casserole
4876,10,Hungry Bear Cheese Cake
2810,64,Peach Parfait Pie
7585,118,Sweet and Sour Meatballs
3064,89,School French Dressing
5945,163,Parsley and Parmasen Baked Chicken
8580,126,Sole Almondie
4207,92,Spinach Salad with Alfalfa Sprouts
5483,175,Crisp Potato Pancakes
6389,94,Top Ramen Salad
1386,60,Lemon Luscious Pie
5732,177,Eggplant Rollatini
5969,91,Spinach Salad with Avocado
5230,118,Sweet and Sour Meatballs
5609,99,Creamy Zucchini Mushroom Soup
6303,171,Baked Zucchini with Mushrooms
9370,225,Tulelake Potato Casserole
2931,168,Turkey Tenderloin Supreme
8196,206,Broccoli Cheese Pie
7357,110,Chinese Fried Rice
1348,79,Cucumbers in Sour Cream
3823,171,Baked Zucchini with Mushrooms
7662,65,Peanut Butter Ice Cream Pie
8036,197,Chilled Prune Whip
491,197,Chilled Prune Whip
8419,215,Fum Gum
5411,39, Ginger Snaps
6538,121,Bake Trout
9533,31,Chocolate Crisp Bran Cookies
7360,124,Sauteed Scallops
7169,193,Tulelake Potato Casserole
8116,126,Sole Almondie
4167,12,Light Old Fashioned Fruit Cake
5068,151,Chicken Cashew
2875,96,Broccoli Cheese Soup
5814,8,Graham Cracker Cake
8210,57,Dutch Apple Pie
5635,97,Chicken Noodle Soup
2547,3,Chocolate Cake
2206,89,School French Dressing
4535,89,School French Dressing
4385,111,Chinese Pepper Steak
8506,196,Apple Dessert for a Crowd
5312,64,Peach Parfait Pie
1622,13,My Best Gingerbread
5045,67,Pie Crust
6787,224,Tamale Pie
6414,20,Pumpkin Swirl Cheesecake
7449,125,"""Louies"" Linguini with Clam Sauce"
4084,228,Zucchini-Ham Cheese Pie
5234,164,"Sandra's ""Tree Trimmer"" Chicken"
4024,42,Lemon Squares
6316,170,Baked Green Beans
9821,115,Cheese Fondue
4943,34,Christmas Logs
3367,162,Oven Fried Chicken
238,164,"Sandra's ""Tree Trimmer"" Chicken"
4080,5,Crazy Cake
4813,6,Fresh Apple Cake
2753,215,Fum Gum
9798,184,Saute Zucchini
556,222,Spinach Fritatta
8220,59,Lemon Cloud Pie
4468,73,Broccoli Curry Salad
848,180,Italian Zucchini
3400,48,Prune Nut Bars
8898,5,Crazy Cake
814,121,Bake Trout
4137,1,Banana Cake
4958,98,Cleo's Clam Chowder
71,69,Walnut Pie
7074,228,Zucchini-Ham Cheese Pie
9517,81,Five Cup Salad
9017,145,Sweet and Sour Pork
2192,23,Special Prune Cake*
3070,206,Broccoli Cheese Pie
3825,62,Old Fashioned Apple Pie
8203,185,Spinach Pie
3734,157,Creamy Chicken Broccoli with Rice
7285,148,Batter Fried Chicken
1040,142,Pineapple Spareribs
7564,29,Blue Chip Cookies
1514,62,Old Fashioned Apple Pie
2053,159,Jack Zucchini Chicken
3015,45,Oatmeal Fudge Bars*
828,219,Ranch-style Baked Beans
5971,87,Lima Bean Salad
6643,23,Special Prune Cake*
4020,44,Oatmeal Cookies
8846,13,My Best Gingerbread
8976,155,Chicken with Artichoke
6173,25,Strawberry Spice Loaf
1085,218,Pasta Primavera
1115,198,Fresh Peach Dessert
2382,81,Five Cup Salad
5752,205,Broccoli and Rice Casserole
6365,122,Cheesy Fish Fillets with Spinach
861,11,Lemon Poppy Cake
4950,85,Horseradish Dressing
5350,138,Hungry Bear Cheese Cake
4116,48,Prune Nut Bars
647,7,Fresh Pear Cake
2240,199,South Carolina Cobbler
1041,32,Chocolate Peanut Brunch Bars
3172,92,Spinach Salad with Alfalfa Sprouts
2352,176,Easy Oven Baked Potatoes
2055,137,Beef Stroganoff
7529,38,Ginger Snap Bars
7803,22,Sherry Wine Cake
1563,209,Chili Cheese Puff
656,163,Parsley and Parmasen Baked Chicken
6451,195,Apple Dumplings
9964,120,Sole Thermidor
1341,84,Heavenly Cheese Salad
899,21,Refrigerator Cheesecake
2233,84,Heavenly Cheese Salad
1175,127,Hot Crab Dip
1453,37,Frosted Delights
3713,145,Sweet and Sour Pork
8517,160,nan
5132,101,Hungry Bear Vegetable Soup
7517,34,Christmas Logs
2316,188,Stuffed Zucchini
6429,57,Dutch Apple Pie
4929,180,Italian Zucchini
1126,1,Banana Cake
8197,97,Chicken Noodle Soup
3682,18,Pineapple-Carrot Cake*
8359,181,Mushrooms in Sour Cream
2131,169,Asparagus Stir-Fried
3880,22,Sherry Wine Cake
7305,117,Baby Back Ribs
4717,129,Sitr-Fry Beef and Broccoli
1201,51,Soft Sugar Cookies
7314,91,Spinach Salad with Avocado
7912,86,Lemon Cloud Salad
1278,126,Sole Almondie
7319,161,Maryland Fried Chicken
2007,73,Broccoli Curry Salad
8048,204,Beef Spinach Quiche
4400,133,Veal Scallopini
5986,185,Spinach Pie
4314,67,Pie Crust
9644,11,Lemon Poppy Cake
6427,220,Savory Chicken Casserole
206,147,Avocado Chicken Melt
8330,66,Peanut Butter Pie
9151,159,Jack Zucchini Chicken
2891,195,Apple Dumplings
4738,37,Frosted Delights
6879,132,Beef Scallops with Fresh Tomato Sauce
187,20,Pumpkin Swirl Cheesecake
785,107,Chinese Beef
6242,146,Albert's Chicken
7471,59,Lemon Cloud Pie
9058,101,Hungry Bear Vegetable Soup
933,39, Ginger Snaps
1906,169,Asparagus Stir-Fried
2325,178,Glazed Carrots
3982,167,Spicy Singapore Wings
1322,75,Broccoli Salad with Pineapple
7794,36,Crisp Oatmeal Fruit Strips
9443,103,Minestrone Soup
5902,23,Special Prune Cake*
8366,85,Horseradish Dressing
4843,131,Sweet and Sour Pork
4873,65,Peanut Butter Ice Cream Pie
1747,54,Banana Cream Pie
1884,77,Coleslaw
3296,20,Pumpkin Swirl Cheesecake
5598,137,Beef Stroganoff
8228,158,In a Hurry Chicken Curry
2119,198,Fresh Peach Dessert
8897,218,Pasta Primavera
7273,56,Creamy Apple Pie
6513,37,Frosted Delights
1307,124,Sauteed Scallops
4635,16,Orange-Poppy Seed Pound Cake
2532,137,Beef Stroganoff
994,144,Shrimp Pineapple Fried Rice
3240,36,Crisp Oatmeal Fruit Strips
9775,19,Potatoe Cake
8470,112,Chinese Roast Pork
4149,156,Coq au Vin
2023,129,Sitr-Fry Beef and Broccoli
8804,180,Italian Zucchini
9243,178,Glazed Carrots
8558,122,Cheesy Fish Fillets with Spinach
6676,177,Eggplant Rollatini
681,207,Cheese Strata
995,49,Pumpkin Oatmeal Cookies
879,203,Beef Enchiladas
433,138,Hungry Bear Cheese Cake
9718,6,Fresh Apple Cake
3269,14,Oatmeal Cake
1487,33,Chocolate Trio Squares*
7975,159,Jack Zucchini Chicken
3581,50,Snickerdoodles
8409,134,Savory Goulash
3139,68,Sour Cream Raisin Pie
8878,7,Fresh Pear Cake
5654,88,Pea Salad
792,122,Cheesy Fish Fillets with Spinach
5533,105,Chicken and Shrimp Cantonese
4215,167,Spicy Singapore Wings
1384,92,Spinach Salad with Alfalfa Sprouts
6528,133,Veal Scallopini
1847,93,Summer Fruit Salad
751,189,Summer Squash
9198,209,Chili Cheese Puff
4658,118,Sweet and Sour Meatballs
3204,139,Egg Foo Young
2105,209,Chili Cheese Puff
4386,66,Peanut Butter Pie
9946,117,Baby Back Ribs
6913,68,Sour Cream Raisin Pie
1205,59,Lemon Cloud Pie
1173,145,Sweet and Sour Pork
2623,171,Baked Zucchini with Mushrooms
6600,39, Ginger Snaps
4039,89,School French Dressing
7308,151,Chicken Cashew
6409,97,Chicken Noodle Soup
5993,18,Pineapple-Carrot Cake*
3067,181,Mushrooms in Sour Cream
2166,145,Sweet and Sour Pork
2657,108,Chinese Broccoli
7026,87,Lima Bean Salad
7942,90,Spinach Salad
5837,158,In a Hurry Chicken Curry
1884,83,Green Bean Salad
4624,56,Creamy Apple Pie
7689,45,Oatmeal Fudge Bars*
6939,209,Chili Cheese Puff
7794,116,Golden Nugget Beef
6912,193,Tulelake Potato Casserole
6303,134,Savory Goulash
8837,100,Elephant Stew
4635,169,Asparagus Stir-Fried
9671,190,Sweet and Sour Red Cabbage
277,147,Avocado Chicken Melt
7188,217,Impossible Taco Pie
9024,185,Spinach Pie
229,16,Orange-Poppy Seed Pound Cake
6444,53,Walnut Squares
2300,44,Oatmeal Cookies
7469,127,Hot Crab Dip
4835,91,Spinach Salad with Avocado
2458,66,Peanut Butter Pie
9759,96,Broccoli Cheese Soup
873,130,Barbecued Spareribs
7927,137,Beef Stroganoff
3737,37,Frosted Delights
7481,72,Blue Cheese Dressing
3560,84,Heavenly Cheese Salad
5426,92,Spinach Salad with Alfalfa Sprouts
9951,44,Oatmeal Cookies
8050,91,Spinach Salad with Avocado
8087,71,Angel Hash
2469,214,Easy Pasta Bake
4829,114,Scallops
1066,177,Eggplant Rollatini
1319,73,Broccoli Curry Salad
9885,106,Chicken With Pineapple
9578,131,Sweet and Sour Pork
2890,187,Spinach Strudels
422,89,School French Dressing
164,70,Walnut-Raisin pie
3169,71,Angel Hash
9688,11,Lemon Poppy Cake
2691,35,Christmas Snowballs
8104,41,Jello Pastel Cookies
8688,122,Cheesy Fish Fillets with Spinach
706,72,Blue Cheese Dressing
5357,4,Chocolate Mayonaise Cake
1678,148,Batter Fried Chicken
815,160,nan
2353,19,Potatoe Cake
5716,222,Spinach Fritatta
5137,176,Easy Oven Baked Potatoes
9299,90,Spinach Salad
5832,129,Sitr-Fry Beef and Broccoli
3844,224,Tamale Pie
687,167,Spicy Singapore Wings
3805,204,Beef Spinach Quiche
6039,104,Tortilla Soup
7205,1,Banana Cake
8698,154,Chicken Schnitzel
4460,11,Lemon Poppy Cake
351,139,Egg Foo Young
2214,40,Honey Graham Crackers
6057,16,Orange-Poppy Seed Pound Cake
7241,83,Green Bean Salad
4824,134,Savory Goulash
9423,61,Lemon Meringue Pie
8697,127,Hot Crab Dip
246,161,Maryland Fried Chicken
7921,220,Savory Chicken Casserole
4593,146,Albert's Chicken
5864,119,Saucy Shrimp Over Chinese Noodle Cakes
3346,91,Spinach Salad with Avocado
1127,36,Crisp Oatmeal Fruit Strips
1282,197,Chilled Prune Whip
5443,57,Dutch Apple Pie
8114,34,Christmas Logs
983,151,Chicken Cashew
1430,109,Chinese Chicken Salad
3711,172,Bit O' Zucchini Bites
6145,172,Bit O' Zucchini Bites
520,17,Pineapple Cake
6012,75,Broccoli Salad with Pineapple
3469,70,Walnut-Raisin pie
3699,103,Minestrone Soup
7927,192,Three Cheese Spinach
8107,14,Oatmeal Cake
230,2,Blueberry Coffee Cake
5718,157,Creamy Chicken Broccoli with Rice
2610,23,Special Prune Cake*
284,47,Pineapple Graham Bars
6573,51,Soft Sugar Cookies
5341,18,Pineapple-Carrot Cake*
1242,125,"""Louies"" Linguini with Clam Sauce"
1909,36,Crisp Oatmeal Fruit Strips
8397,93,Summer Fruit Salad
3210,173,Cheesy Spinach Bake
9964,20,Pumpkin Swirl Cheesecake
8382,165,Saute'd Chicken Breats
1353,121,Bake Trout
4276,225,Tulelake Potato Casserole
1705,125,"""Louies"" Linguini with Clam Sauce"
7092,136,Teriyaki Steak
6584,56,Creamy Apple Pie
5611,123,Cheese Fondue
1223,17,Pineapple Cake
2690,193,Tulelake Potato Casserole
3626,25,Strawberry Spice Loaf
2021,12,Light Old Fashioned Fruit Cake
7131,69,Walnut Pie
1996,108,Chinese Broccoli
319,66,Peanut Butter Pie
9724,6,Fresh Apple Cake
4728,199,South Carolina Cobbler
2261,183,Peas
1993,113,Chinese Stir Fried Chicken with Peanuts
9699,4,Chocolate Mayonaise Cake
3480,95,Zucchini Apple Slaw
9048,206,Broccoli Cheese Pie
7123,127,Hot Crab Dip
3033,149,Catalina Chicken Stir Fry
1118,64,Peach Parfait Pie
6777,175,Crisp Potato Pancakes
5506,183,Peas
9698,116,Golden Nugget Beef
1766,208,Chicken Tamale Pie
5337,122,Cheesy Fish Fillets with Spinach
3083,10,Hungry Bear Cheese Cake
2960,179,Green Beans Salerno
9746,118,Sweet and Sour Meatballs
4012,174,Company Cabbage
2705,223,Stuffed Green Peppers
9579,36,Crisp Oatmeal Fruit Strips
9766,63,Peach Almond Pie
7399,177,Eggplant Rollatini
2863,79,Cucumbers in Sour Cream
846,202,Asparagus Tomato Quiche
2405,10,Hungry Bear Cheese Cake
3760,1,Banana Cake
5753,55,Blackberry Nectarine Pie
7975,190,Sweet and Sour Red Cabbage
5281,191,The Spinach
9332,66,Peanut Butter Pie
9886,186,Spinach Souffle
7920,138,Hungry Bear Cheese Cake
2681,77,Coleslaw
2142,159,Jack Zucchini Chicken
4388,43,Minties
6927,19,Potatoe Cake
1591,103,Minestrone Soup
3982,52,Thumbprint Cookies
6417,142,Pineapple Spareribs
196,16,Orange-Poppy Seed Pound Cake
166,113,Chinese Stir Fried Chicken with Peanuts
6593,144,Shrimp Pineapple Fried Rice
8994,167,Spicy Singapore Wings
1829,49,Pumpkin Oatmeal Cookies
2893,78,Cranberry Mold
11,127,Hot Crab Dip
8150,43,Minties
5629,5,Crazy Cake
9095,190,Sweet and Sour Red Cabbage
7692,26,Three Layer Chocolate Mayonnaise Cake
1906,133,Veal Scallopini
1009,109,Chinese Chicken Salad
5157,227,Zucchini Casserole
3128,68,Sour Cream Raisin Pie
753,48,Prune Nut Bars
4265,206,Broccoli Cheese Pie
9263,139,Egg Foo Young
727,133,Veal Scallopini
8455,157,Creamy Chicken Broccoli with Rice
2051,175,Crisp Potato Pancakes
283,81,Five Cup Salad
4549,103,Minestrone Soup
8218,201,Artichoke-Mozzarella Casserole
8933,79,Cucumbers in Sour Cream
2128,166,Saute'd Chicken Livers
9641,74,Broccoli Salad
7643,34,Christmas Logs
8532,133,Veal Scallopini
7216,96,Broccoli Cheese Soup
237,197,Chilled Prune Whip
4438,57,Dutch Apple Pie
4008,127,Hot Crab Dip
2174,43,Minties
2570,176,Easy Oven Baked Potatoes
9199,96,Broccoli Cheese Soup
7582,81,Five Cup Salad
7481,135,Veal Parmigan
5621,175,Crisp Potato Pancakes
3572,26,Three Layer Chocolate Mayonnaise Cake
8495,6,Fresh Apple Cake
4464,82,Garden Vegetable Pasta
2471,16,Orange-Poppy Seed Pound Cake
3544,76,Carrot Carousel
